chrom,start,end,value
chr11,1660124,1660184,3
chr11,1660184,1660204,4
chr11,1660204,1660244,3
chr11,1660244,1660344,4
chr11,1660344,1660364,5
chr11,1660364,1660384,4
chr11,1660384,1660404,3
chr11,1660404,1660444,2
chr11,1660444,1660504,3
chr11,1660504,1660584,2
chr11,1660584,1660644,1
chr11,1660904,1661064,1
chr11,1663324,1663464,1
chr11,1663504,1663664,1
chr11,1664744,1664904,1
chr11,1665044,1665204,1
chr11,1666144,1666284,1
chr11,1666624,1666784,1
chr11,1666844,1667004,1
chr11,1667104,1667264,1
chr11,1667284,1667444,1
chr11,1668304,1668444,1
chr11,1668544,1668704,1
chr11,1668844,1668964,1
chr11,1668964,1668984,2
chr11,1668984,1669104,1
chr11,1669404,1669544,1
chr11,1669704,1669844,1
chr11,1669904,1670044,1
chr11,1670064,1670204,1
chr11,1670324,1670464,2
chr11,1670664,1670824,1
chr11,1670864,1670884,1
chr11,1670884,1670924,2
chr11,1670924,1670964,3
chr11,1670964,1670984,4
chr11,1670984,1671024,5
chr11,1671024,1671044,4
chr11,1671044,1671064,3
chr11,1671064,1671104,5
chr11,1671104,1671144,6
chr11,1671144,1671164,18
chr11,1671164,1671184,19
chr11,1671184,1671204,25
chr11,1671204,1671224,27
chr11,1671224,1671244,26
chr11,1671244,1671284,27
chr11,1671284,1671304,19
chr11,1671304,1671324,14
chr11,1671324,1671344,13
chr11,1671344,1671364,9
chr11,1671364,1671384,6
chr11,1671384,1671424,5
chr11,1671424,1671444,4
chr11,1671444,1671524,3
chr11,1671524,1671544,2
chr11,1671544,1671624,1
chr11,1671644,1671684,2
chr11,1671684,1671704,3
chr11,1671704,1671784,4
chr11,1671784,1671804,2
chr11,1671804,1671824,3
chr11,1671824,1671844,4
chr11,1671844,1671864,7
chr11,1671864,1671884,8
chr11,1671884,1671904,11
chr11,1671904,1671924,13
chr11,1671924,1671944,27
chr11,1671944,1671964,35
chr11,1671964,1672004,40
chr11,1672004,1672024,38
chr11,1672024,1672044,36
chr11,1672044,1672064,37
chr11,1672064,1672084,31
chr11,1672084,1672104,15
chr11,1672104,1672144,9
chr11,1672144,1672164,7
chr11,1672164,1672184,6
chr11,1672184,1672224,7
chr11,1672224,1672284,6
chr11,1672284,1672304,4
chr11,1672304,1672324,3
chr11,1672324,1672344,1
chr11,1672624,1672644,1
chr11,1672644,1672684,2
chr11,1672684,1672784,3
chr11,1672784,1672804,2
chr11,1672804,1672824,1
chr11,1672904,1673044,1
chr11,1673264,1673404,1
chr11,1673764,1673904,1
chr11,1674044,1674184,1
chr11,1674204,1674224,1
chr11,1674224,1674344,2
chr11,1674344,1674384,1
chr11,1674684,1674844,2
chr11,1675384,1675544,1
chr11,1677104,1677404,1
chr11,1678384,1678524,1
chr11,1678584,1678704,1
chr11,1678704,1678724,2
chr11,1678724,1678844,1
chr11,1678884,1679044,1
chr11,1679164,1679304,2
chr11,1679304,1679324,1
chr11,1679384,1679424,1
chr11,1679424,1679544,2
chr11,1679544,1679564,1
chr11,1681304,1681444,1
chr11,1682284,1682344,1
chr11,1682344,1682424,2
chr11,1682424,1682484,1
chr11,1683504,1683584,1
chr11,1683584,1683644,2
chr11,1683644,1683744,1
chr11,1683764,1683904,1
chr11,1684164,1684304,1
chr11,1684384,1684444,1
chr11,1684444,1684544,2
chr11,1684544,1684564,1
chr11,1684564,1684584,2
chr11,1684584,1684684,1
chr11,1684684,1684724,2
chr11,1684724,1684784,1
chr11,1684784,1684824,2
chr11,1684824,1684904,1
chr11,1684904,1684924,2
chr11,1684924,1684944,3
chr11,1684944,1685044,2
chr11,1685044,1685084,1
chr11,1685304,1685504,1
chr11,1685504,1685604,2
chr11,1685604,1685664,1
chr11,1685744,1685884,1
chr11,1685944,1686104,1
chr11,1686104,1686244,2
chr11,1686364,1686384,1
chr11,1686384,1686504,2
chr11,1686504,1686544,1
chr11,1686624,1686664,1
chr11,1686664,1686724,2
chr11,1686724,1686744,3
chr11,1686744,1686764,4
chr11,1686764,1686784,6
chr11,1686784,1686804,5
chr11,1686804,1686884,4
chr11,1686884,1686924,2
chr11,1687604,1687664,1
chr11,1687664,1687764,3
chr11,1687764,1687804,2
chr11,1688584,1688684,1
chr11,1688684,1688704,2
chr11,1688704,1688724,3
chr11,1688724,1688744,2
chr11,1688744,1688824,3
chr11,1688824,1688884,2
chr11,1688884,1688924,1
chr11,1688924,1689004,2
chr11,1689004,1689024,1
chr11,1689024,1689084,3
chr11,1689084,1689124,2
chr11,1689124,1689184,3
chr11,1689184,1689244,1
chr11,1689244,1689404,2
chr11,1689404,1689424,1
chr11,1689464,1689584,1
chr11,1689584,1689624,2
chr11,1689624,1689724,1
chr11,1690344,1690404,1
chr11,1690404,1690504,2
chr11,1690504,1690564,1
chr11,1691544,1691684,1
chr11,1691764,1691804,1
chr11,1691804,1691824,2
chr11,1691824,1691904,4
chr11,1691904,1691964,3
chr11,1692084,1692164,1
chr11,1692164,1692224,2
chr11,1692224,1692304,1
chr11,1692584,1692904,1
chr11,1693144,1693304,1
chr11,1693424,1693564,1
chr11,1693564,1693584,3
chr11,1693584,1693604,2
chr11,1693604,1693624,3
chr11,1693624,1693724,4
chr11,1693724,1693744,2
chr11,1693744,1693784,1
chr11,1694164,1694304,1
chr11,1694444,1694584,1
chr11,1695104,1695124,1
chr11,1695124,1695164,2
chr11,1695164,1695224,3
chr11,1695224,1695264,5
chr11,1695264,1695284,4
chr11,1695284,1695304,3
chr11,1695304,1695324,2
chr11,1695324,1695364,3
chr11,1695364,1695384,2
chr11,1695384,1695464,1
chr11,1695544,1695664,1
chr11,1695664,1695684,2
chr11,1695684,1695804,1
chr11,1695924,1696004,2
chr11,1696004,1696064,3
chr11,1696064,1696084,2
chr11,1696084,1696124,1
chr11,1696124,1696164,2
chr11,1696164,1696204,1
chr11,1696204,1696264,2
chr11,1696264,1696364,1
chr11,1696444,1696604,1
chr11,1696724,1696864,1
chr11,1697144,1697284,1
chr11,1697564,1697704,1
chr11,1697724,1697864,1
chr11,1697944,1698104,1
chr11,1698544,1698584,1
chr11,1698584,1698684,2
chr11,1698684,1698724,1
chr11,1698864,1698924,1
chr11,1698924,1699064,2
chr11,1699064,1699144,1
chr11,1699484,1699544,1
chr11,1699544,1699564,2
chr11,1699564,1699624,3
chr11,1699624,1699724,2
chr11,1699724,1699864,1
chr11,1700064,1700224,1
chr11,1700224,1700264,3
chr11,1700264,1700384,4
chr11,1700384,1700424,1
chr11,1700564,1700704,2
chr11,1700784,1700824,1
chr11,1700824,1700844,2
chr11,1700844,1700864,3
chr11,1700864,1700904,4
chr11,1700904,1700944,5
chr11,1700944,1700964,4
chr11,1700964,1701004,3
chr11,1701004,1701044,1
chr11,1701124,1701204,1
chr11,1701204,1701284,2
chr11,1701284,1701344,1
chr11,1701584,1701724,1
chr11,1701784,1701944,1
chr11,1701984,1702124,1
chr11,1702524,1702604,1
chr11,1702604,1702704,2
chr11,1702704,1702764,3
chr11,1702764,1702844,2
chr11,1703604,1703764,1
chr11,1703884,1703964,1
chr11,1703964,1704044,2
chr11,1704044,1704104,1
chr11,1704804,1704944,1
chr11,1704984,1705024,1
chr11,1705024,1705044,2
chr11,1705044,1705124,4
chr11,1705124,1705164,3
chr11,1705164,1705204,2
chr11,1705344,1705404,1
chr11,1705404,1705424,2
chr11,1705424,1705444,3
chr11,1705444,1705504,4
chr11,1705504,1705564,3
chr11,1705564,1705584,4
chr11,1705584,1705604,3
chr11,1705604,1705704,2
chr11,1705904,1706064,1
chr11,1706564,1706724,1
chr11,1706804,1706844,1
chr11,1706844,1706944,2
chr11,1706944,1707004,1
chr11,1707164,1707184,1
chr11,1707184,1707204,2
chr11,1707204,1707284,3
chr11,1707284,1707304,5
chr11,1707304,1707324,4
chr11,1707324,1707344,3
chr11,1707344,1707364,2
chr11,1707364,1707384,4
chr11,1707384,1707404,5
chr11,1707404,1707424,7
chr11,1707424,1707444,8
chr11,1707444,1707504,6
chr11,1707504,1707524,5
chr11,1707524,1707544,4
chr11,1707544,1707564,3
chr11,1707584,1707604,1
chr11,1707604,1707624,2
chr11,1707624,1707744,3
chr11,1707744,1707764,4
chr11,1707764,1707784,3
chr11,1707784,1707884,2
chr11,1707884,1707904,1
chr11,1707924,1708084,1
chr11,1708124,1708204,1
chr11,1708204,1708264,2
chr11,1708264,1708344,1
chr11,1708344,1708364,2
chr11,1708364,1708504,1
chr11,1708844,1709004,2
chr11,1709244,1709404,1
chr11,1710044,1710204,1
chr11,1710404,1710484,1
chr11,1710484,1710544,2
chr11,1710544,1710564,1
chr11,1710564,1710624,2
chr11,1710624,1710704,1
chr11,1711084,1711224,1
chr11,1711324,1711464,1
chr11,1711684,1711824,1
chr11,1711984,1712124,1
chr11,1712584,1712724,1
chr11,1713024,1713124,1
chr11,1713124,1713184,2
chr11,1713184,1713284,1
chr11,1713884,1714024,1
chr11,1714284,1714444,2
chr11,1715064,1715084,1
chr11,1715084,1715204,2
chr11,1715204,1715244,1
chr11,1715864,1716004,1
chr11,1716164,1716224,1
chr11,1716224,1716324,2
chr11,1716324,1716364,1
chr11,1716484,1716784,1
chr11,1716864,1716984,1
chr11,1716984,1717024,2
chr11,1717024,1717144,1
chr11,1717264,1717564,1
chr11,1717744,1717884,1
chr11,1718124,1718204,1
chr11,1718204,1718224,2
chr11,1718224,1718284,3
chr11,1718284,1718344,2
chr11,1718344,1718364,1
chr11,1718484,1718624,2
chr11,1718624,1718644,1
chr11,1718704,1718864,1
chr11,1719064,1719224,1
chr11,1719804,1719944,1
chr11,1720044,1720184,1
chr11,1720184,1720204,2
chr11,1720204,1720344,1
chr11,1721084,1721244,1
chr11,1721364,1721504,1
chr11,1721524,1721664,1
chr11,1722124,1722284,1
chr11,1722284,1722344,2
chr11,1722344,1722404,3
chr11,1722404,1722424,4
chr11,1722424,1722444,3
chr11,1722444,1722524,2
chr11,1722524,1722544,4
chr11,1722544,1722564,3
chr11,1722564,1722644,4
chr11,1722644,1722664,3
chr11,1722664,1722724,2
chr11,1722724,1722804,1
chr11,1723384,1723404,1
chr11,1723404,1723424,2
chr11,1723424,1723544,3
chr11,1723544,1723564,1
chr11,1723584,1724024,1
chr11,1724084,1724184,1
chr11,1724184,1724244,2
chr11,1724244,1724324,1
chr11,1724584,1724724,1
chr11,1725904,1726044,1
chr11,1726244,1726384,1
chr11,1726964,1727104,1
chr11,1727344,1727444,2
chr11,1727444,1727504,3
chr11,1727504,1727584,1
chr11,1727624,1727704,1
chr11,1727704,1727784,2
chr11,1727784,1727864,3
chr11,1727864,1727924,2
chr11,1727924,1727964,3
chr11,1727964,1728064,4
chr11,1728064,1728104,1
chr11,1728264,1728364,1
chr11,1728364,1728424,2
chr11,1728424,1728484,1
chr11,1728484,1728684,2
chr11,1728684,1728764,1
chr11,1728944,1729024,2
chr11,1729024,1729084,3
chr11,1729084,1729184,1
chr11,1729364,1729464,1
chr11,1729464,1729484,2
chr11,1729484,1729504,3
chr11,1729504,1729604,2
chr11,1729604,1729624,3
chr11,1729624,1729744,2
chr11,1729744,1729784,1
chr11,1729784,1729824,2
chr11,1729824,1729884,3
chr11,1729884,1729964,4
chr11,1729964,1729984,3
chr11,1729984,1730024,2
chr11,1730024,1730084,1
chr11,1730204,1730364,1
chr11,1730404,1730484,1
chr11,1730484,1730544,2
chr11,1730544,1730644,1
chr11,1731184,1731324,1
chr11,1731324,1731344,2
chr11,1731344,1731484,1
chr11,1732124,1732284,1
chr11,1732484,1732644,1
chr11,1732824,1732964,1
chr11,1733164,1733324,1
chr11,1733464,1733744,1
chr11,1733884,1734044,1
chr11,1734104,1734244,1
chr11,1734284,1734424,1
chr11,1734644,1734784,1
chr11,1734884,1735044,1
chr11,1735164,1735284,1
chr11,1735284,1735304,2
chr11,1735304,1735324,3
chr11,1735324,1735424,2
chr11,1735424,1735464,1
chr11,1735724,1735764,1
chr11,1735764,1735844,2
chr11,1735844,1735864,3
chr11,1735864,1735924,2
chr11,1735924,1736144,1
chr11,1736564,1736784,1
chr11,1736784,1736884,2
chr11,1736884,1736924,1
chr11,1737004,1737144,1
chr11,1737204,1737264,1
chr11,1737264,1737324,2
chr11,1737324,1737344,3
chr11,1737344,1737424,2
chr11,1737424,1737464,1
chr11,1737464,1737484,2
chr11,1737484,1737504,1
chr11,1737504,1737524,2
chr11,1737524,1737624,3
chr11,1737624,1737664,2
chr11,1737664,1737684,1
chr11,1737704,1737804,2
chr11,1737804,1737864,3
chr11,1737864,1737944,1
chr11,1738144,1738164,3
chr11,1738164,1738184,4
chr11,1738184,1738204,6
chr11,1738204,1738224,8
chr11,1738224,1738244,13
chr11,1738244,1738264,16
chr11,1738264,1738284,17
chr11,1738284,1738304,18
chr11,1738304,1738324,16
chr11,1738324,1738344,15
chr11,1738344,1738364,13
chr11,1738364,1738384,11
chr11,1738384,1738424,8
chr11,1738424,1738444,7
chr11,1738444,1738484,4
chr11,1738484,1738504,5
chr11,1738504,1738524,6
chr11,1738524,1738544,5
chr11,1738544,1738564,6
chr11,1738564,1738584,3
chr11,1738584,1738604,4
chr11,1738604,1738664,5
chr11,1738664,1738804,4
chr11,1738804,1738824,3
chr11,1738824,1738884,2
chr11,1738884,1738944,1
chr11,1738944,1738964,2
chr11,1738964,1739024,5
chr11,1739024,1739044,4
chr11,1739044,1739104,5
chr11,1739104,1739204,2
chr11,1739204,1739264,3
chr11,1739264,1739344,2
chr11,1739404,1739544,1
chr11,1739564,1739724,1
chr11,1740064,1740124,2
chr11,1740124,1740144,3
chr11,1740144,1740164,5
chr11,1740164,1740184,6
chr11,1740184,1740204,8
chr11,1740204,1740224,17
chr11,1740224,1740244,22
chr11,1740244,1740264,30
chr11,1740264,1740284,34
chr11,1740284,1740304,47
chr11,1740304,1740324,50
chr11,1740324,1740344,56
chr11,1740344,1740364,69
chr11,1740364,1740384,60
chr11,1740384,1740404,55
chr11,1740404,1740424,47
chr11,1740424,1740444,40
chr11,1740444,1740464,36
chr11,1740464,1740484,30
chr11,1740484,1740504,28
chr11,1740504,1740524,15
chr11,1740524,1740544,13
chr11,1740544,1740564,14
chr11,1740564,1740584,10
chr11,1740584,1740604,11
chr11,1740604,1740624,10
chr11,1740624,1740704,7
chr11,1740704,1740724,4
chr11,1740724,1740744,3
chr11,1740744,1740764,4
chr11,1740764,1740784,3
chr11,1740784,1740824,2
chr11,1740824,1740844,1
chr11,1740844,1740904,2
chr11,1740904,1741144,1
chr11,1741364,1741504,2
chr11,1741504,1741544,1
chr11,1741544,1741604,2
chr11,1741604,1741644,4
chr11,1741644,1741664,9
chr11,1741664,1741684,11
chr11,1741684,1741704,12
chr11,1741704,1741724,14
chr11,1741724,1741744,15
chr11,1741744,1741784,20
chr11,1741784,1741804,18
chr11,1741804,1741824,17
chr11,1741824,1741844,18
chr11,1741844,1741884,15
chr11,1741884,1741904,11
chr11,1741904,1741944,8
chr11,1741944,1741984,4
chr11,1741984,1742004,3
chr11,1742004,1742024,4
chr11,1742024,1742044,3
chr11,1742044,1742064,4
chr11,1742064,1742104,5
chr11,1742104,1742224,4
chr11,1742224,1742244,5
chr11,1742244,1742284,7
chr11,1742284,1742344,8
chr11,1742344,1742364,6
chr11,1742364,1742404,5
chr11,1742404,1742424,4
chr11,1742424,1742464,5
chr11,1742464,1742504,4
chr11,1742504,1742544,3
chr11,1742544,1742564,2
chr11,1742564,1742584,1
chr11,1742664,1742824,2
chr11,1742904,1743084,1
chr11,1743084,1743104,2
chr11,1743104,1743144,3
chr11,1743144,1743244,4
chr11,1743244,1743264,3
chr11,1743264,1743304,2
chr11,1743304,1743364,1
chr11,1743384,1743404,1
chr11,1743404,1743444,2
chr11,1743444,1743524,3
chr11,1743524,1743544,4
chr11,1743544,1743604,2
chr11,1743604,1743684,1
chr11,1743844,1743984,1
chr11,1743984,1744004,3
chr11,1744004,1744124,2
chr11,1744144,1744164,1
chr11,1744164,1744224,2
chr11,1744224,1744304,3
chr11,1744304,1744344,1
chr11,1744344,1744384,2
chr11,1744384,1744464,1
chr11,1744464,1744504,2
chr11,1744504,1744624,1
chr11,1745184,1745344,1
chr11,1745884,1746024,1
chr11,1746024,1746104,2
chr11,1746104,1746184,3
chr11,1746184,1746224,2
chr11,1746224,1746264,3
chr11,1746264,1746304,2
chr11,1746304,1746324,3
chr11,1746324,1746344,4
chr11,1746344,1746364,3
chr11,1746364,1746464,2
chr11,1746684,1746764,1
chr11,1746764,1746804,2
chr11,1746804,1746824,3
chr11,1746824,1746844,4
chr11,1746844,1746924,3
chr11,1746924,1746944,2
chr11,1746944,1747024,1
chr11,1747024,1747044,2
chr11,1747044,1747064,3
chr11,1747064,1747104,6
chr11,1747104,1747144,7
chr11,1747144,1747164,13
chr11,1747164,1747204,14
chr11,1747204,1747224,13
chr11,1747224,1747244,11
chr11,1747244,1747264,12
chr11,1747264,1747284,15
chr11,1747284,1747324,13
chr11,1747324,1747364,16
chr11,1747364,1747384,18
chr11,1747384,1747404,19
chr11,1747404,1747424,13
chr11,1747424,1747444,12
chr11,1747444,1747464,9
chr11,1747464,1747484,4
chr11,1747484,1747524,3
chr11,1747524,1747584,1
chr11,1747584,1747644,2
chr11,1747644,1747684,3
chr11,1747684,1747744,2
chr11,1747744,1747804,1
chr11,1748024,1748104,1
chr11,1748104,1748184,2
chr11,1748184,1748264,1
chr11,1748344,1748364,2
chr11,1748364,1748444,4
chr11,1748444,1748464,6
chr11,1748464,1748484,7
chr11,1748484,1748504,8
chr11,1748504,1748524,5
chr11,1748524,1748544,4
chr11,1748544,1748564,8
chr11,1748564,1748584,9
chr11,1748584,1748604,8
chr11,1748604,1748624,9
chr11,1748624,1748644,8
chr11,1748644,1748684,7
chr11,1748684,1748704,4
chr11,1748704,1748764,2
chr11,1748764,1748784,1
chr11,1748784,1748804,2
chr11,1748804,1748904,3
chr11,1748904,1748964,2
chr11,1748964,1749064,1
chr11,1749344,1749384,1
chr11,1749384,1749524,2
chr11,1749524,1749764,1
chr11,1749764,1749784,2
chr11,1749784,1749904,1
chr11,1749964,1749984,1
chr11,1749984,1750004,2
chr11,1750004,1750044,3
chr11,1750044,1750084,5
chr11,1750084,1750124,6
chr11,1750124,1750144,7
chr11,1750144,1750164,6
chr11,1750164,1750184,8
chr11,1750184,1750204,7
chr11,1750204,1750224,11
chr11,1750224,1750264,17
chr11,1750264,1750284,16
chr11,1750284,1750324,15
chr11,1750324,1750344,16
chr11,1750344,1750364,25
chr11,1750364,1750384,39
chr11,1750384,1750404,61
chr11,1750404,1750424,79
chr11,1750424,1750444,97
chr11,1750444,1750464,118
chr11,1750464,1750484,130
chr11,1750484,1750504,142
chr11,1750504,1750524,137
chr11,1750524,1750544,113
chr11,1750544,1750564,96
chr11,1750564,1750584,92
chr11,1750584,1750604,59
chr11,1750604,1750624,51
chr11,1750624,1750644,34
chr11,1750644,1750684,20
chr11,1750684,1750704,17
chr11,1750704,1750724,12
chr11,1750724,1750744,8
chr11,1750744,1750764,4
chr11,1750764,1750804,3
chr11,1750804,1750824,2
chr11,1750824,1750884,1
chr11,1750884,1750904,3
chr11,1750904,1750924,2
chr11,1750924,1750944,6
chr11,1750944,1751024,7
chr11,1751024,1751064,6
chr11,1751064,1751084,3
chr11,1751084,1751104,2
chr11,1751104,1751204,1
chr11,1751224,1751364,2
chr11,1751364,1751384,1
chr11,1751484,1751624,1
chr11,1751664,1751824,1
chr11,1752364,1752504,2
chr11,1752504,1752524,1
chr11,1752724,1752824,1
chr11,1752824,1752864,2
chr11,1752864,1752964,1
chr11,1754304,1754504,1
chr11,1754504,1754624,2
chr11,1754624,1754644,1
chr11,1754744,1754844,1
chr11,1754844,1754864,2
chr11,1754864,1754884,3
chr11,1754884,1754904,4
chr11,1754904,1755004,3
chr11,1755004,1755024,2
chr11,1755124,1755284,1
chr11,1755624,1755764,1
chr11,1755944,1755984,2
chr11,1755984,1756004,3
chr11,1756004,1756044,4
chr11,1756044,1756064,5
chr11,1756064,1756104,6
chr11,1756104,1756124,4
chr11,1756124,1756144,5
chr11,1756144,1756184,4
chr11,1756184,1756284,5
chr11,1756284,1756324,4
chr11,1756324,1756384,5
chr11,1756384,1756404,4
chr11,1756404,1756464,5
chr11,1756464,1756484,6
chr11,1756484,1756504,5
chr11,1756504,1756564,4
chr11,1756564,1756604,3
chr11,1756604,1756624,2
chr11,1756764,1756904,1
chr11,1756944,1757104,1
chr11,1757284,1757424,2
chr11,1757644,1757944,1
chr11,1758744,1758764,1
chr11,1758764,1758784,2
chr11,1758784,1758884,3
chr11,1758884,1758944,2
chr11,1758944,1759044,1
chr11,1759064,1759104,1
chr11,1759104,1759124,2
chr11,1759124,1759144,3
chr11,1759144,1759264,4
chr11,1759264,1759284,3
chr11,1759284,1759364,2
chr11,1759364,1759424,1
chr11,1759484,1759624,1
chr11,1759664,1759904,1
chr11,1759904,1759924,2
chr11,1759924,1759964,3
chr11,1759964,1759984,2
chr11,1759984,1760044,3
chr11,1760044,1760064,2
chr11,1760064,1760124,1
chr11,1760384,1760404,1
chr11,1760404,1760484,2
chr11,1760484,1760504,3
chr11,1760504,1760524,5
chr11,1760524,1760544,6
chr11,1760544,1760564,7
chr11,1760564,1760624,9
chr11,1760624,1760664,8
chr11,1760664,1760704,5
chr11,1760704,1760744,7
chr11,1760744,1760764,9
chr11,1760764,1760784,18
chr11,1760784,1760804,34
chr11,1760804,1760824,35
chr11,1760824,1760844,41
chr11,1760844,1760864,50
chr11,1760864,1760884,60
chr11,1760884,1760904,67
chr11,1760904,1760924,72
chr11,1760924,1760944,58
chr11,1760944,1760964,62
chr11,1760964,1760984,66
chr11,1760984,1761004,55
chr11,1761004,1761024,42
chr11,1761024,1761044,31
chr11,1761044,1761064,24
chr11,1761064,1761084,17
chr11,1761084,1761104,14
chr11,1761104,1761144,6
chr11,1761144,1761164,5
chr11,1761164,1761204,4
chr11,1761204,1761244,3
chr11,1761244,1761264,2
chr11,1761264,1761284,1
chr11,1761484,1761624,1
chr11,1761624,1761644,2
chr11,1761644,1761764,1
chr11,1761884,1761904,1
chr11,1761904,1761964,2
chr11,1761964,1762064,3
chr11,1762064,1762124,2
chr11,1762124,1762184,1
chr11,1762324,1762484,1
chr11,1762604,1762684,1
chr11,1762684,1762744,2
chr11,1762744,1762824,1
chr11,1762904,1763024,1
chr11,1763024,1763104,2
chr11,1763104,1763184,3
chr11,1763184,1763204,2
chr11,1763204,1763264,1
chr11,1763784,1763984,1
chr11,1763984,1764064,2
chr11,1764064,1764084,3
chr11,1764084,1764124,2
chr11,1764124,1764224,3
chr11,1764224,1764244,2
chr11,1764244,1764264,3
chr11,1764264,1764304,2
chr11,1764304,1764404,1
chr11,1764604,1764644,1
chr11,1764644,1764704,2
chr11,1764704,1764804,3
chr11,1764804,1764864,2
chr11,1764864,1764904,1
chr11,1765444,1765484,1
chr11,1765484,1765584,2
chr11,1765584,1765624,1
chr11,1765924,1766064,1
chr11,1766224,1766364,1
chr11,1766664,1766804,1
chr11,1767044,1767064,1
chr11,1767064,1767144,2
chr11,1767144,1767164,4
chr11,1767164,1767184,5
chr11,1767184,1767224,4
chr11,1767224,1767284,3
chr11,1767284,1767304,1
chr11,1767824,1767964,1
chr11,1768144,1768184,1
chr11,1768184,1768204,2
chr11,1768204,1768304,3
chr11,1768304,1768324,2
chr11,1768324,1768364,1
chr11,1768464,1768504,1
chr11,1768504,1768624,2
chr11,1768624,1768644,1
chr11,1768904,1769044,1
chr11,1769064,1769204,3
chr11,1769204,1769224,1
chr11,1769644,1769724,1
chr11,1769724,1769804,2
chr11,1769804,1770024,1
chr11,1770104,1770204,1
chr11,1770204,1770264,2
chr11,1770264,1770324,1
chr11,1770324,1770344,2
chr11,1770344,1770404,1
chr11,1770404,1770564,2
chr11,1770564,1770624,1
chr11,1770924,1771084,1
chr11,1771124,1771184,1
chr11,1771184,1771284,2
chr11,1771284,1771344,1
chr11,1772104,1772244,1
chr11,1772264,1772424,1
chr11,1772524,1772544,1
chr11,1772544,1772684,2
chr11,1773484,1773644,1
chr11,1773724,1773884,1
chr11,1774064,1774104,1
chr11,1774104,1774204,2
chr11,1774204,1774264,1
chr11,1774344,1774384,1
chr11,1774384,1774484,2
chr11,1774484,1774504,4
chr11,1774504,1774544,3
chr11,1774544,1774584,2
chr11,1774584,1774604,3
chr11,1774604,1774624,4
chr11,1774624,1774644,3
chr11,1774644,1774684,4
chr11,1774684,1774724,6
chr11,1774724,1774764,5
chr11,1774764,1774784,4
chr11,1774784,1774804,3
chr11,1774804,1774824,2
chr11,1775364,1775464,1
chr11,1775464,1775504,2
chr11,1775504,1775524,3
chr11,1775524,1775604,2
chr11,1775604,1775664,1
chr11,1776024,1776104,1
chr11,1776104,1776164,3
chr11,1776164,1776264,2
chr11,1776464,1776604,1
chr11,1776604,1776624,2
