V1,V2,V3,V4
chr11,1658366,1658409,2
chr11,1658409,1658476,3
chr11,1658476,1658490,2
chr11,1658490,1658525,1
chr11,1658525,1658535,2
chr11,1658535,1658570,3
chr11,1658570,1658609,4
chr11,1658609,1658675,3
chr11,1658675,1658725,5
chr11,1658725,1658735,4
chr11,1658735,1658770,3
chr11,1658770,1658812,2
chr11,1658812,1658828,3
chr11,1658828,1658854,5
chr11,1658854,1658875,6
chr11,1658875,1658960,4
chr11,1658960,1658975,6
chr11,1658975,1659012,7
chr11,1659012,1659028,6
chr11,1659028,1659054,4
chr11,1659054,1659160,3
chr11,1659160,1659175,1
chr11,1659184,1659252,1
chr11,1659252,1659374,2
chr11,1659374,1659384,3
chr11,1659384,1659449,2
chr11,1659449,1659452,3
chr11,1659452,1659574,2
chr11,1659574,1659649,1
chr11,1659653,1659670,1
chr11,1659670,1659793,2
chr11,1659793,1659822,3
chr11,1659822,1659853,4
chr11,1659853,1659870,3
chr11,1659870,1659925,2
chr11,1659925,1659993,3
chr11,1659993,1660022,2
chr11,1660022,1660060,1
chr11,1660060,1660063,2
chr11,1660063,1660105,3
chr11,1660105,1660125,4
chr11,1660125,1660156,3
chr11,1660156,1660163,4
chr11,1660163,1660217,5
chr11,1660217,1660228,6
chr11,1660228,1660251,7
chr11,1660251,1660253,8
chr11,1660253,1660254,9
chr11,1660254,1660257,10
chr11,1660257,1660260,11
chr11,1660260,1660263,10
chr11,1660263,1660305,9
chr11,1660305,1660356,8
chr11,1660356,1660363,7
chr11,1660363,1660417,6
chr11,1660417,1660428,5
chr11,1660428,1660451,4
chr11,1660451,1660453,3
chr11,1660453,1660454,2
chr11,1660454,1660457,1
chr11,1660489,1660686,1
chr11,1660686,1660687,2
chr11,1660687,1660689,3
chr11,1660689,1660695,2
chr11,1660695,1660722,3
chr11,1660722,1660790,4
chr11,1660790,1660796,5
chr11,1660796,1660886,6
chr11,1660886,1660887,5
chr11,1660887,1660895,4
chr11,1660895,1660897,3
chr11,1660897,1660922,4
chr11,1660922,1660990,3
chr11,1660990,1660992,2
chr11,1660992,1660996,3
chr11,1660996,1661074,2
chr11,1661074,1661085,3
chr11,1661085,1661097,4
chr11,1661097,1661102,3
chr11,1661102,1661192,4
chr11,1661192,1661234,3
chr11,1661234,1661274,4
chr11,1661274,1661285,3
chr11,1661285,1661302,2
chr11,1661302,1661339,1
chr11,1661339,1661434,2
chr11,1661434,1661539,1
chr11,1662730,1662930,1
chr11,1663229,1663238,1
chr11,1663238,1663281,2
chr11,1663281,1663379,3
chr11,1663379,1663429,4
chr11,1663429,1663438,3
chr11,1663438,1663441,2
chr11,1663441,1663481,3
chr11,1663481,1663579,2
chr11,1663579,1663641,1
chr11,1664094,1664154,1
chr11,1664154,1664237,3
chr11,1664237,1664294,4
chr11,1664294,1664354,3
chr11,1664354,1664437,1
chr11,1664532,1664629,1
chr11,1664629,1664732,2
chr11,1664732,1664829,1
chr11,1665739,1665939,1
chr11,1666073,1666209,1
chr11,1666209,1666273,2
chr11,1666273,1666312,1
chr11,1666312,1666409,2
chr11,1666409,1666512,1
chr11,1667070,1667097,1
chr11,1667097,1667102,2
chr11,1667102,1667177,3
chr11,1667177,1667260,4
chr11,1667260,1667270,5
chr11,1667270,1667295,4
chr11,1667295,1667297,5
chr11,1667297,1667302,4
chr11,1667302,1667308,3
chr11,1667308,1667377,4
chr11,1667377,1667445,3
chr11,1667445,1667460,5
chr11,1667460,1667472,4
chr11,1667472,1667495,5
chr11,1667495,1667508,4
chr11,1667508,1667645,3
chr11,1667645,1667672,1
chr11,1667936,1668136,1
chr11,1668225,1668425,1
chr11,1668428,1668541,1
chr11,1668541,1668628,3
chr11,1668628,1668741,2
chr11,1668767,1668812,1
chr11,1668812,1668839,2
chr11,1668839,1668853,3
chr11,1668853,1668857,4
chr11,1668857,1668859,5
chr11,1668859,1668967,6
chr11,1668967,1669012,5
chr11,1669012,1669039,4
chr11,1669039,1669053,3
chr11,1669053,1669057,2
chr11,1669057,1669059,1
chr11,1669185,1669270,1
chr11,1669270,1669276,2
chr11,1669276,1669296,3
chr11,1669296,1669324,4
chr11,1669324,1669325,5
chr11,1669325,1669328,6
chr11,1669328,1669352,7
chr11,1669352,1669355,9
chr11,1669355,1669356,10
chr11,1669356,1669360,11
chr11,1669360,1669368,12
chr11,1669368,1669374,13
chr11,1669374,1669379,14
chr11,1669379,1669381,15
chr11,1669381,1669382,18
chr11,1669382,1669384,20
chr11,1669384,1669385,21
chr11,1669385,1669399,20
chr11,1669399,1669401,22
chr11,1669401,1669404,23
chr11,1669404,1669406,24
chr11,1669406,1669418,25
chr11,1669418,1669420,26
chr11,1669420,1669423,27
chr11,1669423,1669431,29
chr11,1669431,1669438,30
chr11,1669438,1669450,32
chr11,1669450,1669451,33
chr11,1669451,1669454,34
chr11,1669454,1669470,35
chr11,1669470,1669475,34
chr11,1669475,1669476,36
chr11,1669476,1669478,35
chr11,1669478,1669480,36
chr11,1669480,1669487,37
chr11,1669487,1669496,38
chr11,1669496,1669497,37
chr11,1669497,1669519,38
chr11,1669519,1669524,39
chr11,1669524,1669525,38
chr11,1669525,1669528,37
chr11,1669528,1669546,36
chr11,1669546,1669552,37
chr11,1669552,1669555,35
chr11,1669555,1669556,34
chr11,1669556,1669560,33
chr11,1669560,1669568,32
chr11,1669568,1669574,31
chr11,1669574,1669579,30
chr11,1669579,1669581,29
chr11,1669581,1669582,26
chr11,1669582,1669584,24
chr11,1669584,1669599,23
chr11,1669599,1669601,21
chr11,1669601,1669604,20
chr11,1669604,1669606,19
chr11,1669606,1669618,18
chr11,1669618,1669620,17
chr11,1669620,1669623,16
chr11,1669623,1669631,14
chr11,1669631,1669638,13
chr11,1669638,1669650,11
chr11,1669650,1669651,10
chr11,1669651,1669654,9
chr11,1669654,1669675,8
chr11,1669675,1669678,6
chr11,1669678,1669679,5
chr11,1669679,1669680,7
chr11,1669680,1669687,6
chr11,1669687,1669688,5
chr11,1669688,1669697,6
chr11,1669697,1669719,5
chr11,1669719,1669720,4
chr11,1669720,1669746,5
chr11,1669746,1669857,4
chr11,1669857,1669879,5
chr11,1669879,1669888,3
chr11,1669888,1669920,2
chr11,1669920,1669954,1
chr11,1669954,1670033,2
chr11,1670033,1670057,3
chr11,1670057,1670154,2
chr11,1670154,1670233,1
chr11,1670235,1670262,1
chr11,1670262,1670435,2
chr11,1670435,1670437,1
chr11,1670437,1670462,2
chr11,1670462,1670530,1
chr11,1670530,1670597,2
chr11,1670597,1670628,3
chr11,1670628,1670637,4
chr11,1670637,1670721,3
chr11,1670721,1670730,4
chr11,1670730,1670737,3
chr11,1670737,1670752,4
chr11,1670752,1670757,5
chr11,1670757,1670776,6
chr11,1670776,1670778,7
chr11,1670778,1670780,8
chr11,1670780,1670785,9
chr11,1670785,1670828,10
chr11,1670828,1670854,9
chr11,1670854,1670862,10
chr11,1670862,1670870,11
chr11,1670870,1670898,12
chr11,1670898,1670921,13
chr11,1670921,1670933,12
chr11,1670933,1670937,13
chr11,1670937,1670945,12
chr11,1670945,1670946,13
chr11,1670946,1670949,14
chr11,1670949,1670952,15
chr11,1670952,1670957,14
chr11,1670957,1670960,13
chr11,1670960,1670961,14
chr11,1670961,1670964,15
chr11,1670964,1670968,16
chr11,1670968,1670972,17
chr11,1670972,1670973,18
chr11,1670973,1670976,19
chr11,1670976,1670977,18
chr11,1670977,1670978,20
chr11,1670978,1670979,19
chr11,1670979,1670980,20
chr11,1670980,1670982,19
chr11,1670982,1670985,20
chr11,1670985,1670988,19
chr11,1670988,1670990,21
chr11,1670990,1670992,23
chr11,1670992,1670993,25
chr11,1670993,1670994,26
chr11,1670994,1670995,27
chr11,1670995,1670996,28
chr11,1670996,1670999,29
chr11,1670999,1671001,31
chr11,1671001,1671002,32
chr11,1671002,1671006,34
chr11,1671006,1671007,36
chr11,1671007,1671008,37
chr11,1671008,1671009,39
chr11,1671009,1671010,40
chr11,1671010,1671011,41
chr11,1671011,1671012,44
chr11,1671012,1671013,46
chr11,1671013,1671015,49
chr11,1671015,1671016,52
chr11,1671016,1671017,54
chr11,1671017,1671020,56
chr11,1671020,1671021,59
chr11,1671021,1671023,60
chr11,1671023,1671024,61
chr11,1671024,1671025,62
chr11,1671025,1671026,65
chr11,1671026,1671028,66
chr11,1671028,1671029,71
chr11,1671029,1671032,73
chr11,1671032,1671033,74
chr11,1671033,1671034,75
chr11,1671034,1671035,77
chr11,1671035,1671036,79
chr11,1671036,1671037,81
chr11,1671037,1671038,83
chr11,1671038,1671039,84
chr11,1671039,1671040,87
chr11,1671040,1671041,88
chr11,1671041,1671042,89
chr11,1671042,1671043,92
chr11,1671043,1671044,94
chr11,1671044,1671045,96
chr11,1671045,1671046,98
chr11,1671046,1671047,99
chr11,1671047,1671048,101
chr11,1671048,1671049,102
chr11,1671049,1671050,104
chr11,1671050,1671051,106
chr11,1671051,1671053,107
chr11,1671053,1671054,109
chr11,1671054,1671055,110
chr11,1671055,1671056,111
chr11,1671056,1671057,112
chr11,1671057,1671058,114
chr11,1671058,1671059,115
chr11,1671059,1671060,117
chr11,1671060,1671062,118
chr11,1671062,1671063,119
chr11,1671063,1671065,120
chr11,1671065,1671066,121
chr11,1671066,1671067,122
chr11,1671067,1671068,123
chr11,1671068,1671069,125
chr11,1671069,1671071,127
chr11,1671071,1671072,129
chr11,1671072,1671073,132
chr11,1671073,1671074,134
chr11,1671074,1671075,135
chr11,1671075,1671076,138
chr11,1671076,1671079,140
chr11,1671079,1671080,142
chr11,1671080,1671081,145
chr11,1671081,1671082,146
chr11,1671082,1671084,149
chr11,1671084,1671086,153
chr11,1671086,1671087,154
chr11,1671087,1671090,156
chr11,1671090,1671091,158
chr11,1671091,1671093,159
chr11,1671093,1671095,160
chr11,1671095,1671096,162
chr11,1671096,1671097,163
chr11,1671097,1671100,164
chr11,1671100,1671102,167
chr11,1671102,1671103,169
chr11,1671103,1671105,170
chr11,1671105,1671106,171
chr11,1671106,1671107,172
chr11,1671107,1671109,173
chr11,1671109,1671110,179
chr11,1671110,1671111,182
chr11,1671111,1671112,184
chr11,1671112,1671114,186
chr11,1671114,1671115,188
chr11,1671115,1671118,195
chr11,1671118,1671119,199
chr11,1671119,1671120,202
chr11,1671120,1671121,204
chr11,1671121,1671123,205
chr11,1671123,1671124,206
chr11,1671124,1671125,207
chr11,1671125,1671126,213
chr11,1671126,1671127,215
chr11,1671127,1671128,222
chr11,1671128,1671129,223
chr11,1671129,1671130,227
chr11,1671130,1671132,229
chr11,1671132,1671133,231
chr11,1671133,1671134,235
chr11,1671134,1671135,240
chr11,1671135,1671136,242
chr11,1671136,1671137,247
chr11,1671137,1671139,252
chr11,1671139,1671140,255
chr11,1671140,1671141,257
chr11,1671141,1671142,258
chr11,1671142,1671143,259
chr11,1671143,1671144,261
chr11,1671144,1671145,263
chr11,1671145,1671146,264
chr11,1671146,1671147,265
chr11,1671147,1671148,266
chr11,1671148,1671150,269
chr11,1671150,1671151,272
chr11,1671151,1671152,274
chr11,1671152,1671153,277
chr11,1671153,1671154,279
chr11,1671154,1671155,282
chr11,1671155,1671156,284
chr11,1671156,1671157,286
chr11,1671157,1671158,287
chr11,1671158,1671159,290
chr11,1671159,1671160,291
chr11,1671160,1671161,290
chr11,1671161,1671162,291
chr11,1671162,1671164,295
chr11,1671164,1671165,296
chr11,1671165,1671166,300
chr11,1671166,1671167,301
chr11,1671167,1671168,302
chr11,1671168,1671169,304
chr11,1671169,1671170,305
chr11,1671170,1671171,306
chr11,1671171,1671175,308
chr11,1671175,1671177,309
chr11,1671177,1671182,307
chr11,1671182,1671185,306
chr11,1671185,1671188,307
chr11,1671188,1671190,306
chr11,1671190,1671191,305
chr11,1671191,1671192,307
chr11,1671192,1671193,305
chr11,1671193,1671194,304
chr11,1671194,1671195,303
chr11,1671195,1671197,302
chr11,1671197,1671199,301
chr11,1671199,1671200,299
chr11,1671200,1671203,300
chr11,1671203,1671204,301
chr11,1671204,1671206,302
chr11,1671206,1671207,300
chr11,1671207,1671208,299
chr11,1671208,1671209,297
chr11,1671209,1671210,296
chr11,1671210,1671211,295
chr11,1671211,1671212,293
chr11,1671212,1671213,291
chr11,1671213,1671214,288
chr11,1671214,1671215,289
chr11,1671215,1671216,286
chr11,1671216,1671217,285
chr11,1671217,1671219,284
chr11,1671219,1671220,285
chr11,1671220,1671221,284
chr11,1671221,1671223,283
chr11,1671223,1671224,282
chr11,1671224,1671225,281
chr11,1671225,1671226,278
chr11,1671226,1671228,277
chr11,1671228,1671229,272
chr11,1671229,1671232,270
chr11,1671232,1671233,269
chr11,1671233,1671234,268
chr11,1671234,1671235,266
chr11,1671235,1671236,264
chr11,1671236,1671237,262
chr11,1671237,1671238,260
chr11,1671238,1671239,259
chr11,1671239,1671240,256
chr11,1671240,1671241,255
chr11,1671241,1671242,254
chr11,1671242,1671243,251
chr11,1671243,1671244,249
chr11,1671244,1671245,247
chr11,1671245,1671246,245
chr11,1671246,1671247,244
chr11,1671247,1671248,242
chr11,1671248,1671249,241
chr11,1671249,1671250,239
chr11,1671250,1671251,237
chr11,1671251,1671252,236
chr11,1671252,1671253,237
chr11,1671253,1671254,235
chr11,1671254,1671255,233
chr11,1671255,1671257,232
chr11,1671257,1671258,230
chr11,1671258,1671259,229
chr11,1671259,1671260,227
chr11,1671260,1671262,226
chr11,1671262,1671263,224
chr11,1671263,1671265,223
chr11,1671265,1671266,222
chr11,1671266,1671268,221
chr11,1671268,1671269,219
chr11,1671269,1671270,217
chr11,1671270,1671271,216
chr11,1671271,1671272,214
chr11,1671272,1671273,211
chr11,1671273,1671274,210
chr11,1671274,1671275,209
chr11,1671275,1671276,206
chr11,1671276,1671279,204
chr11,1671279,1671280,202
chr11,1671280,1671281,199
chr11,1671281,1671282,198
chr11,1671282,1671284,195
chr11,1671284,1671286,191
chr11,1671286,1671287,190
chr11,1671287,1671290,188
chr11,1671290,1671291,186
chr11,1671291,1671293,185
chr11,1671293,1671295,184
chr11,1671295,1671296,182
chr11,1671296,1671297,181
chr11,1671297,1671298,180
chr11,1671298,1671300,179
chr11,1671300,1671302,176
chr11,1671302,1671303,174
chr11,1671303,1671305,173
chr11,1671305,1671306,172
chr11,1671306,1671307,171
chr11,1671307,1671309,170
chr11,1671309,1671310,164
chr11,1671310,1671311,161
chr11,1671311,1671312,159
chr11,1671312,1671314,157
chr11,1671314,1671315,155
chr11,1671315,1671318,148
chr11,1671318,1671319,144
chr11,1671319,1671320,141
chr11,1671320,1671321,139
chr11,1671321,1671323,138
chr11,1671323,1671324,137
chr11,1671324,1671325,136
chr11,1671325,1671326,130
chr11,1671326,1671327,128
chr11,1671327,1671328,121
chr11,1671328,1671329,120
chr11,1671329,1671330,116
chr11,1671330,1671332,114
chr11,1671332,1671333,112
chr11,1671333,1671334,107
chr11,1671334,1671335,102
chr11,1671335,1671336,100
chr11,1671336,1671337,95
chr11,1671337,1671339,90
chr11,1671339,1671340,87
chr11,1671340,1671341,85
chr11,1671341,1671342,84
chr11,1671342,1671343,83
chr11,1671343,1671344,81
chr11,1671344,1671345,79
chr11,1671345,1671346,77
chr11,1671346,1671347,75
chr11,1671347,1671348,74
chr11,1671348,1671349,71
chr11,1671349,1671350,70
chr11,1671350,1671351,67
chr11,1671351,1671352,65
chr11,1671352,1671353,62
chr11,1671353,1671354,60
chr11,1671354,1671355,57
chr11,1671355,1671356,55
chr11,1671356,1671357,53
chr11,1671357,1671358,52
chr11,1671358,1671359,49
chr11,1671359,1671361,48
chr11,1671361,1671362,46
chr11,1671362,1671364,42
chr11,1671364,1671365,40
chr11,1671365,1671366,36
chr11,1671366,1671367,35
chr11,1671367,1671368,34
chr11,1671368,1671369,31
chr11,1671369,1671370,30
chr11,1671370,1671371,29
chr11,1671371,1671372,27
chr11,1671372,1671375,26
chr11,1671375,1671379,25
chr11,1671379,1671384,24
chr11,1671384,1671385,25
chr11,1671385,1671388,24
chr11,1671388,1671390,23
chr11,1671390,1671391,22
chr11,1671391,1671396,20
chr11,1671396,1671400,19
chr11,1671400,1671401,18
chr11,1671401,1671402,17
chr11,1671402,1671403,15
chr11,1671403,1671404,14
chr11,1671404,1671409,13
chr11,1671409,1671410,14
chr11,1671410,1671411,15
chr11,1671411,1671416,14
chr11,1671416,1671417,13
chr11,1671417,1671419,12
chr11,1671419,1671420,11
chr11,1671420,1671425,9
chr11,1671425,1671435,10
chr11,1671435,1671452,11
chr11,1671452,1671456,10
chr11,1671456,1671467,9
chr11,1671467,1671469,8
chr11,1671469,1671473,10
chr11,1671473,1671484,9
chr11,1671484,1671496,10
chr11,1671496,1671542,11
chr11,1671542,1671573,12
chr11,1671573,1671580,11
chr11,1671580,1671584,12
chr11,1671584,1671608,11
chr11,1671608,1671609,12
chr11,1671609,1671610,11
chr11,1671610,1671614,10
chr11,1671614,1671625,9
chr11,1671625,1671635,8
chr11,1671635,1671642,7
chr11,1671642,1671669,8
chr11,1671669,1671683,6
chr11,1671683,1671684,7
chr11,1671684,1671686,6
chr11,1671686,1671691,7
chr11,1671691,1671696,8
chr11,1671696,1671709,7
chr11,1671709,1671711,8
chr11,1671711,1671715,9
chr11,1671715,1671723,10
chr11,1671723,1671725,11
chr11,1671725,1671726,12
chr11,1671726,1671733,14
chr11,1671733,1671734,16
chr11,1671734,1671736,18
chr11,1671736,1671742,19
chr11,1671742,1671750,18
chr11,1671750,1671755,19
chr11,1671755,1671758,20
chr11,1671758,1671762,22
chr11,1671762,1671763,23
chr11,1671763,1671764,24
chr11,1671764,1671765,25
chr11,1671765,1671766,26
chr11,1671766,1671767,27
chr11,1671767,1671773,29
chr11,1671773,1671776,31
chr11,1671776,1671777,32
chr11,1671777,1671778,34
chr11,1671778,1671779,35
chr11,1671779,1671781,39
chr11,1671781,1671782,42
chr11,1671782,1671783,44
chr11,1671783,1671784,45
chr11,1671784,1671785,47
chr11,1671785,1671786,49
chr11,1671786,1671787,51
chr11,1671787,1671788,52
chr11,1671788,1671789,53
chr11,1671789,1671790,57
chr11,1671790,1671791,62
chr11,1671791,1671792,65
chr11,1671792,1671793,66
chr11,1671793,1671794,72
chr11,1671794,1671795,78
chr11,1671795,1671796,79
chr11,1671796,1671797,80
chr11,1671797,1671798,81
chr11,1671798,1671799,84
chr11,1671799,1671800,88
chr11,1671800,1671801,90
chr11,1671801,1671802,92
chr11,1671802,1671803,93
chr11,1671803,1671804,98
chr11,1671804,1671806,100
chr11,1671806,1671807,101
chr11,1671807,1671809,104
chr11,1671809,1671812,105
chr11,1671812,1671813,106
chr11,1671813,1671814,110
chr11,1671814,1671815,115
chr11,1671815,1671816,118
chr11,1671816,1671817,119
chr11,1671817,1671818,122
chr11,1671818,1671819,125
chr11,1671819,1671820,126
chr11,1671820,1671821,128
chr11,1671821,1671822,131
chr11,1671822,1671823,133
chr11,1671823,1671824,136
chr11,1671824,1671825,140
chr11,1671825,1671826,145
chr11,1671826,1671828,147
chr11,1671828,1671829,150
chr11,1671829,1671830,155
chr11,1671830,1671831,159
chr11,1671831,1671833,160
chr11,1671833,1671835,163
chr11,1671835,1671836,164
chr11,1671836,1671837,167
chr11,1671837,1671838,171
chr11,1671838,1671839,175
chr11,1671839,1671840,177
chr11,1671840,1671841,180
chr11,1671841,1671842,182
chr11,1671842,1671843,186
chr11,1671843,1671846,187
chr11,1671846,1671848,189
